chrom	window_start	window_end	cMperMb	n_EUR	mean_2pq_EUR	n_AFR	mean_2pq_AFR	n_EAS	mean_2pq_EAS	n_SAS	mean_2pq_SAS	n_AMR	mean_2pq_AMR
chr7	155000000	156000000	3.5737	9990	0.11988	16809	0.09334	8003	0.13919	10176	0.11865	12457	0.10317
chr7	156000000	157000000	3.0491	8575	0.10963	14985	0.08233	7843	0.13060	9348	0.10958	11052	0.09285
chr7	157000000	158000000	1.8814	11190	0.09105	18394	0.07697	9831	0.10844	11963	0.09239	13281	0.08221
chr7	158000000	159000000	1.8469	11372	0.08410	19665	0.07219	10309	0.10406	12433	0.08248	14285	0.07172
chr7	159000000	160000000	1.8469	3277	0.09502	5828	0.08232	2790	0.09744	3338	0.09287	4233	0.07564
chr8	0	1000000	1.9659	10325	0.09605	18617	0.07041	8908	0.09939	11235	0.09605	12719	0.08097
chr8	1000000	2000000	2.1812	15296	0.09686	25468	0.07279	13829	0.10629	16250	0.09533	17954	0.08605
chr8	2000000	3000000	2.4971	11304	0.11372	20377	0.08858	9531	0.13326	11970	0.10388	14652	0.09112
chr8	3000000	4000000	2.7923	19191	0.12609	32883	0.09286	17812	0.13829	20591	0.12044	24123	0.10600
chr8	4000000	5000000	2.5773	17162	0.12224	33436	0.07338	16698	0.11950	19484	0.10902	23004	0.09007
chr8	5000000	6000000	2.7717	15112	0.13500	28628	0.09057	14541	0.14412	16947	0.12458	20514	0.10305
chr8	6000000	7000000	2.3149	14204	0.12531	25345	0.09581	12624	0.14275	15296	0.13084	17890	0.10789
chr8	7000000	8000000	1.9671	7379	0.08294	13195	0.06017	6443	0.09108	8269	0.07701	8778	0.06863
chr8	8000000	9000000	1.3018	10214	0.11365	18815	0.07769	9069	0.10169	11408	0.10182	12605	0.09189
chr8	9000000	10000000	1.1063	10044	0.10934	18584	0.07655	9280	0.10502	10997	0.11160	12497	0.09212
chr8	10000000	11000000	1.3346	10025	0.12116	19221	0.07987	9393	0.10023	11187	0.11085	12797	0.09650
chr8	11000000	12000000	1.5039	10839	0.12520	20541	0.08186	9473	0.07506	11860	0.11201	14069	0.09185
chr8	12000000	13000000	1.6932	9859	0.09222	18981	0.06853	9444	0.07901	11274	0.07940	12588	0.07348
chr8	13000000	14000000	1.4737	12935	0.13642	22882	0.09531	11840	0.13277	14047	0.13345	16826	0.10720
chr8	14000000	15000000	1.2818	12502	0.12930	20995	0.09164	10731	0.13684	13175	0.11704	15449	0.11042
chr8	15000000	16000000	1.1659	11760	0.11772	21249	0.08596	10737	0.12578	12330	0.12229	14882	0.09760
chr8	16000000	17000000	1.7822	10813	0.08589	19594	0.08422	9244	0.10622	11331	0.09898	14143	0.07635
chr8	17000000	18000000	1.8773	11439	0.10373	19363	0.09199	9572	0.13728	11298	0.12306	13630	0.09776
chr8	18000000	19000000	2.0033	10875	0.11438	18802	0.09036	9438	0.14108	11113	0.12383	13012	0.10811
chr8	19000000	20000000	1.6819	9283	0.12289	17785	0.08813	8078	0.11491	9843	0.11835	11966	0.09373
chr8	20000000	21000000	1.9220	8531	0.11629	16414	0.07981	7784	0.11030	9413	0.10918	10661	0.09760
chr8	21000000	22000000	2.0439	8477	0.10661	15343	0.07123	7901	0.10975	9592	0.10075	10708	0.08755
chr8	22000000	23000000	2.1268	7349	0.10411	13921	0.07155	6867	0.09774	8021	0.09153	9374	0.08524
chr8	23000000	24000000	1.6392	8195	0.12965	15814	0.08375	8831	0.11791	10358	0.11121	11078	0.10340
chr8	24000000	25000000	1.3632	6944	0.08696	13288	0.08611	5797	0.11179	7325	0.09155	9305	0.06789
chr8	25000000	26000000	1.1613	7417	0.11885	12905	0.09180	6398	0.12606	7911	0.11983	8724	0.10651
chr8	26000000	27000000	1.2791	8075	0.12446	13443	0.08639	7213	0.12201	8368	0.12631	9866	0.10548
chr8	27000000	28000000	1.3458	7762	0.12962	13387	0.09441	6803	0.14726	8175	0.12821	9492	0.10641
chr8	28000000	29000000	1.5402	6078	0.10412	11771	0.07909	5969	0.10888	6835	0.09583	7763	0.08584
chr8	29000000	30000000	1.4430	6898	0.09704	13055	0.07474	6274	0.10979	7785	0.09378	8513	0.08231
chr8	30000000	31000000	1.2727	6523	0.08548	11892	0.08240	6024	0.11062	7257	0.09036	8804	0.08170
chr8	31000000	32000000	0.8483	7097	0.11440	12294	0.07822	5954	0.10470	7375	0.10772	8447	0.09584
chr8	32000000	33000000	0.7321	6479	0.11722	12269	0.08172	5804	0.11888	7300	0.11005	8304	0.09868
chr8	33000000	34000000	0.4445	5937	0.11210	11398	0.08894	5263	0.12579	7449	0.09838	8584	0.08337
chr8	34000000	35000000	0.4608	7202	0.08505	13060	0.08714	5861	0.10859	7847	0.09649	8921	0.07690
chr8	35000000	36000000	0.3781	5879	0.08429	10863	0.07494	4823	0.08170	6340	0.08189	7082	0.07341
chr8	36000000	37000000	0.8185	5848	0.04581	11835	0.06195	4452	0.06926	6136	0.05803	7246	0.04489
chr8	37000000	38000000	0.9878	6250	0.07944	12364	0.06785	5472	0.09814	6738	0.07854	8307	0.06687
chr8	38000000	39000000	1.0634	5912	0.09190	10638	0.06320	5082	0.10241	6565	0.08231	7258	0.07441
chr8	39000000	40000000	0.9936	5377	0.12041	9874	0.08294	4726	0.12622	5684	0.10957	6246	0.10681
chr8	40000000	41000000	1.0300	8381	0.12870	14728	0.09413	7271	0.14021	8787	0.12175	10678	0.10472
chr8	41000000	42000000	1.0380	7576	0.10701	13438	0.08132	6361	0.09697	8016	0.09333	9584	0.08734
chr8	42000000	43000000	0.6013	6628	0.05820	11408	0.06640	5365	0.06995	7143	0.06596	7894	0.05504
chr8	43000000	44000000	0.1692	8866	0.02994	16735	0.05299	7185	0.04795	10173	0.03882	11400	0.03989
chr8	44000000	45000000	0.0231	191	0.01095	252	0.01062	194	0.01018	211	0.01132	187	0.01173
chr8	45000000	46000000	0.0185	826	0.04402	1298	0.03118	797	0.05120	890	0.04754	953	0.04598
chr8	46000000	47000000	0.0262	9427	0.05492	16266	0.05168	7949	0.06999	10644	0.06812	11336	0.05531
chr8	47000000	48000000	0.1501	4903	0.05081	10238	0.04104	4583	0.05353	6197	0.05246	6092	0.04504
chr8	48000000	49000000	0.2158	5942	0.06655	10730	0.05474	5301	0.08748	6619	0.08160	7023	0.06432
chr8	49000000	50000000	0.2909	7395	0.09288	13851	0.08100	6867	0.09982	7994	0.09545	9461	0.08176
chr8	50000000	51000000	0.2983	7628	0.09566	13692	0.08545	6926	0.09155	8635	0.11198	10623	0.07281
chr8	51000000	52000000	0.6290	7711	0.10395	13574	0.09392	6732	0.12415	8096	0.10962	9976	0.08574
chr8	52000000	53000000	0.8018	6946	0.09871	12188	0.08125	6074	0.09617	7315	0.09214	8862	0.07939
chr8	53000000	54000000	0.9451	7694	0.10610	13609	0.09522	6554	0.12708	8085	0.12130	10040	0.09207
chr8	54000000	55000000	0.8138	6733	0.11611	12184	0.08132	5638	0.14158	7032	0.11849	8496	0.10443
chr8	55000000	56000000	0.8034	7376	0.10846	13266	0.08090	6375	0.10791	7883	0.10094	9476	0.08981
chr8	56000000	57000000	0.8853	7886	0.11003	13849	0.08636	6494	0.11980	7791	0.11147	9616	0.09847
chr8	57000000	58000000	1.0027	7811	0.11715	14914	0.09192	6712	0.13090	8114	0.09961	11027	0.08363
chr8	58000000	59000000	0.9805	6822	0.12520	12302	0.08490	6336	0.14278	7336	0.12104	8776	0.09629
chr8	59000000	60000000	0.8592	7128	0.07970	12430	0.06716	5924	0.11982	7116	0.07903	8521	0.07295
chr8	60000000	61000000	0.8274	6637	0.10970	12061	0.07846	5806	0.12029	6814	0.11152	8187	0.08696
chr8	61000000	62000000	0.7159	7027	0.10834	12775	0.08070	5987	0.12613	7458	0.11109	9610	0.08779
chr8	62000000	63000000	0.6161	7382	0.12083	14088	0.08757	6830	0.13385	7591	0.11865	10164	0.09219
chr8	63000000	64000000	0.3891	6142	0.09360	10843	0.07094	5440	0.10963	6366	0.09395	7934	0.08079
chr8	64000000	65000000	0.5239	5751	0.08727	10422	0.06695	5064	0.10681	6060	0.09291	7357	0.07183
chr8	65000000	66000000	0.5397	6453	0.10354	11718	0.07231	5358	0.09163	6899	0.09014	9127	0.08050
chr8	66000000	67000000	0.7122	6245	0.06161	11183	0.07124	5071	0.07146	6333	0.06725	8321	0.05740
chr8	67000000	68000000	0.8410	6355	0.08839	11904	0.07653	5266	0.09494	6681	0.08846	8135	0.07535
chr8	68000000	69000000	1.4466	6654	0.11643	13135	0.08327	5879	0.12156	7188	0.11148	9162	0.08844
chr8	69000000	70000000	1.2254	7086	0.12431	13676	0.08056	6293	0.12421	7719	0.11634	10136	0.08996
chr8	70000000	71000000	1.4456	5797	0.11291	11845	0.06789	5180	0.08849	6419	0.09208	8597	0.07444
chr8	71000000	72000000	1.2645	6820	0.12780	12704	0.08609	6104	0.11623	7347	0.12054	8945	0.10269
chr8	72000000	73000000	1.4378	7306	0.12547	12535	0.08921	6276	0.13367	7398	0.13138	9725	0.09799
chr8	73000000	74000000	1.1830	6514	0.10993	12215	0.08566	5908	0.11587	7410	0.10192	9383	0.08392
chr8	74000000	75000000	0.7364	6853	0.10430	12579	0.08209	6090	0.09737	7256	0.09798	9902	0.07642
chr8	75000000	76000000	0.6881	7310	0.10769	13530	0.06532	6411	0.12084	7692	0.10638	10054	0.08067
chr8	76000000	77000000	0.4655	6179	0.09963	12025	0.07016	5551	0.11031	6670	0.09674	8851	0.07435
chr8	77000000	78000000	0.5083	6962	0.13040	13024	0.07748	6291	0.13999	7747	0.12177	9598	0.09291
chr8	78000000	79000000	0.5216	6443	0.11104	11443	0.07935	5423	0.10146	6806	0.10621	9101	0.07137
chr8	79000000	80000000	0.7080	6177	0.09182	11210	0.07171	5289	0.10426	6352	0.08981	8778	0.07091
chr8	80000000	81000000	0.8747	6513	0.09432	11427	0.08812	4840	0.10263	6498	0.09116	8741	0.07631
chr8	81000000	82000000	0.8023	6418	0.10305	12353	0.08098	5225	0.11178	6790	0.09734	9333	0.07677
chr8	82000000	83000000	0.5972	6874	0.12219	12571	0.09597	6024	0.15565	7485	0.12768	9252	0.10038
chr8	83000000	84000000	0.4151	7598	0.11589	14789	0.08503	7127	0.13152	8497	0.11386	11090	0.08763
chr8	84000000	85000000	0.3392	6457	0.09993	12927	0.07362	5173	0.10380	7591	0.07455	9175	0.07222
chr8	85000000	86000000	0.4374	4544	0.07601	8657	0.06505	3759	0.09382	5009	0.07906	6302	0.06201
chr8	86000000	87000000	0.3513	7340	0.12349	13315	0.07871	6072	0.14001	7965	0.11701	9484	0.09804
chr8	87000000	88000000	0.4499	7584	0.10961	13975	0.07209	6092	0.11745	7729	0.10123	9966	0.08285
chr8	88000000	89000000	0.4273	6843	0.09561	12183	0.07682	5510	0.09394	7267	0.10358	8739	0.08145
chr8	89000000	90000000	0.4482	7272	0.10427	13320	0.08181	6497	0.12757	7571	0.10725	9658	0.08648
chr8	90000000	91000000	0.4759	5877	0.10636	11403	0.08856	5139	0.12919	6430	0.10720	8477	0.08788
chr8	91000000	92000000	0.5282	5471	0.08781	10828	0.07020	4892	0.08324	6216	0.06984	7961	0.06519
chr8	92000000	93000000	0.7570	5647	0.08720	10266	0.06191	4911	0.09107	6161	0.08037	7392	0.06914
chr8	93000000	94000000	0.7628	6338	0.09824	11150	0.07256	5399	0.10820	6696	0.09604	7754	0.08325
chr8	94000000	95000000	1.1764	7014	0.12376	12463	0.08594	6043	0.13899	7565	0.12047	9489	0.09875
chr8	95000000	96000000	1.1578	7411	0.12488	12516	0.08957	6147	0.11699	7607	0.11424	9468	0.09610
chr8	96000000	97000000	1.2911	6132	0.10246	11785	0.07844	5544	0.09244	6660	0.09966	8654	0.07301
chr8	97000000	98000000	1.0928	6990	0.10415	12350	0.08728	6260	0.12120	7979	0.10225	9144	0.08638
chr8	98000000	99000000	0.8463	5611	0.08644	10569	0.05997	5179	0.08886	6430	0.07227	7493	0.06918
chr8	99000000	100000000	1.1150	5343	0.06413	9423	0.05435	4924	0.09474	5704	0.04943	6899	0.06874
chr8	100000000	101000000	1.2903	6484	0.11451	11881	0.09087	5650	0.12438	6677	0.10961	8890	0.08948
chr8	101000000	102000000	1.7597	7354	0.09104	12857	0.08707	6501	0.10896	7540	0.10167	9647	0.08319
chr8	102000000	103000000	1.3391	7337	0.10772	12055	0.07157	6227	0.10471	7379	0.09732	8933	0.09235
chr8	103000000	104000000	0.9170	6769	0.13728	12027	0.08367	6082	0.09240	7474	0.10308	9100	0.08708
chr8	104000000	105000000	0.6861	6859	0.11899	11977	0.07970	5955	0.11427	7349	0.10895	8977	0.08748
chr8	105000000	106000000	0.6604	5993	0.10936	11321	0.07712	5468	0.10715	6841	0.09886	8336	0.08111
chr8	106000000	107000000	0.7595	6453	0.11087	11163	0.08934	5878	0.10918	7303	0.09402	8426	0.08940
chr8	107000000	108000000	0.6245	6670	0.12735	12409	0.08803	6166	0.15112	7898	0.11849	9117	0.10238
chr8	108000000	109000000	0.5737	6649	0.12630	11734	0.09185	5534	0.14220	6941	0.12635	8848	0.09618
chr8	109000000	110000000	0.4006	5854	0.12233	10936	0.08789	5174	0.14128	6427	0.12308	8207	0.09564
chr8	110000000	111000000	0.3166	5404	0.07334	11453	0.06805	4903	0.07542	6287	0.08008	7594	0.06026
chr8	111000000	112000000	0.2671	6172	0.09655	11517	0.08338	5050	0.12076	6013	0.11114	8110	0.08525
chr8	112000000	113000000	0.3117	5882	0.12512	11272	0.06726	5299	0.13110	6344	0.11321	8193	0.08712
chr8	113000000	114000000	0.3092	6526	0.12959	12385	0.07459	6105	0.12300	7416	0.11466	8947	0.09304
chr8	114000000	115000000	0.4862	7471	0.11414	12784	0.09037	6314	0.11716	7520	0.11002	10025	0.08626
chr8	115000000	116000000	0.6821	5600	0.08648	10404	0.08209	5057	0.10088	6422	0.09123	7938	0.07877
chr8	116000000	117000000	0.9944	5639	0.09246	10744	0.07304	5168	0.11217	6263	0.08891	7930	0.07754
chr8	117000000	118000000	1.1316	6323	0.10261	11646	0.07448	5455	0.11693	6704	0.09736	8927	0.07532
chr8	118000000	119000000	0.9780	6441	0.11539	12488	0.09272	5872	0.12743	7469	0.10385	9464	0.08363
chr8	119000000	120000000	0.9634	7284	0.12368	12673	0.09356	6418	0.11337	7958	0.12063	9493	0.09305
chr8	120000000	121000000	0.9939	6459	0.12258	11782	0.08823	5440	0.14457	6853	0.12769	8521	0.10177
chr8	121000000	122000000	1.5547	6908	0.11104	12739	0.09303	6104	0.12838	7822	0.11772	9846	0.09440
chr8	122000000	123000000	1.8330	6641	0.10197	12629	0.07995	5682	0.11807	7521	0.09867	9379	0.07949
chr8	123000000	124000000	1.9155	6501	0.10966	12382	0.07957	5542	0.11608	6993	0.10066	8811	0.08666
chr8	124000000	125000000	1.8636	7818	0.10872	13244	0.09030	6335	0.14262	8243	0.11055	9566	0.09808
chr8	125000000	126000000	1.7282	6624	0.10113	12879	0.08005	5721	0.11102	7339	0.10801	8778	0.08253
chr8	126000000	127000000	2.1961	8262	0.11237	14266	0.08670	6794	0.12540	8479	0.10853	10268	0.09132
chr8	127000000	128000000	1.8982	7780	0.11680	13942	0.08599	6701	0.13532	8206	0.11251	10198	0.09360
chr8	128000000	129000000	1.8075	7496	0.11542	14222	0.08138	7192	0.10843	8387	0.11320	10167	0.08979
chr8	129000000	130000000	1.2090	6662	0.12390	12781	0.08217	6178	0.12975	7454	0.12176	9322	0.09232
chr8	130000000	131000000	1.1397	7655	0.11839	12926	0.08309	6725	0.11997	8064	0.11296	9321	0.09653
chr8	131000000	132000000	1.3131	8043	0.11425	14506	0.07857	6865	0.13346	8662	0.10506	10296	0.09467
chr8	132000000	133000000	1.9693	7026	0.12787	12416	0.08406	6227	0.13096	7764	0.11210	9041	0.09819
chr8	133000000	134000000	2.1850	8298	0.13112	14622	0.09017	6780	0.11499	8856	0.10950	11054	0.09587
chr8	134000000	135000000	1.9879	8336	0.12529	14194	0.08877	6880	0.12198	8623	0.11345	10605	0.09755
chr8	135000000	136000000	1.3193	7688	0.10529	13513	0.08165	6516	0.11419	8228	0.09349	9558	0.08708
chr8	136000000	137000000	1.0548	7314	0.12324	13624	0.08789	6614	0.13454	8027	0.11291	10368	0.09595
chr8	137000000	138000000	2.0842	7829	0.14027	13915	0.09712	6779	0.13927	8130	0.12466	10353	0.10589
chr8	138000000	139000000	2.5459	8673	0.11300	14806	0.09772	7290	0.11071	8961	0.11185	11100	0.09687
chr8	139000000	140000000	2.6609	8800	0.10622	15202	0.08479	7468	0.11840	9035	0.10590	11186	0.09279
chr8	140000000	141000000	2.3355	6872	0.10642	12739	0.07149	6292	0.09723	7415	0.09928	9339	0.08093
chr8	141000000	142000000	2.0778	9193	0.10721	16432	0.08205	7911	0.12068	9748	0.10022	12271	0.08493
chr8	142000000	143000000	2.1921	10259	0.11133	17216	0.08859	9143	0.12737	10738	0.11588	12567	0.09949
chr8	143000000	144000000	1.4143	9003	0.10160	16721	0.07685	8299	0.10434	9702	0.09689	11866	0.08159
chr8	144000000	145000000	1.2489	7843	0.05874	14815	0.06531	6943	0.07424	8648	0.05327	10278	0.05683
chr8	145000000	146000000	1.2489	707	0.09446	1283	0.09337	643	0.11289	746	0.08685	920	0.08779
chr9	0	1000000	3.8392	11591	0.11790	20889	0.09565	9662	0.12514	11563	0.12018	14844	0.10328
chr9	1000000	2000000	3.4360	11053	0.11925	21356	0.09058	9212	0.12661	11669	0.11745	15182	0.08968
chr9	2000000	3000000	3.0738	9746	0.12689	17543	0.09382	8423	0.12972	10338	0.11978	13176	0.09744
chr9	3000000	4000000	2.6624	8594	0.08867	15296	0.08275	7040	0.10546	8919	0.09105	11310	0.07576
chr9	4000000	5000000	2.0035	9996	0.12532	19070	0.08847	9378	0.12931	10498	0.12177	13893	0.09849
chr9	5000000	6000000	1.6415	7378	0.10996	14892	0.07630	7070	0.11638	8226	0.10583	10275	0.08752
chr9	6000000	7000000	1.5147	8759	0.11730	16723	0.07903	7967	0.10330	9504	0.10549	11539	0.09048
chr9	7000000	8000000	2.0082	9575	0.13411	17882	0.08898	8992	0.13079	10389	0.12233	12944	0.10180
chr9	8000000	9000000	2.4251	9848	0.11947	17920	0.08834	9298	0.13176	10580	0.11997	12812	0.09993
chr9	9000000	10000000	2.1382	9651	0.12201	18445	0.07864	8210	0.12572	10611	0.11064	12884	0.09596
chr9	10000000	11000000	1.4011	10374	0.10885	18064	0.08549	8997	0.12451	10891	0.11677	12948	0.10040
chr9	11000000	12000000	1.2885	11378	0.11876	18142	0.08586	8878	0.12667	11389	0.10420	14268	0.09220
chr9	12000000	13000000	1.2820	8850	0.11485	16264	0.08711	7756	0.11367	9959	0.11091	12348	0.08927
chr9	13000000	14000000	2.4117	8395	0.10437	15198	0.07871	7322	0.09866	8944	0.10447	10797	0.08286
chr9	14000000	15000000	2.1382	8394	0.10843	15226	0.08044	7403	0.12327	9174	0.10185	10816	0.09108
chr9	15000000	16000000	2.2779	8180	0.11678	16137	0.08498	7756	0.10781	9230	0.11112	11412	0.08352
chr9	16000000	17000000	1.5101	8545	0.11499	16952	0.08683	7900	0.11814	9458	0.12457	11242	0.09687
chr9	17000000	18000000	1.6633	8947	0.11720	16955	0.09064	7831	0.11383	9977	0.11469	11922	0.09320
chr9	18000000	19000000	1.4881	8944	0.12117	16165	0.08296	7748	0.12568	9947	0.11106	11482	0.09282
chr9	19000000	20000000	1.5502	7855	0.11203	14997	0.08329	7497	0.09976	9199	0.09441	10529	0.08338
chr9	20000000	21000000	1.4257	7381	0.10315	13507	0.07441	7266	0.10861	8636	0.09496	9514	0.08757
chr9	21000000	22000000	1.2898	8070	0.10444	14754	0.07549	7125	0.13274	8815	0.10205	10394	0.08679
chr9	22000000	23000000	1.3202	7590	0.10812	14771	0.07792	6860	0.10715	9231	0.09808	10156	0.08220
chr9	23000000	24000000	1.1948	8550	0.07905	15149	0.07037	7105	0.08749	9576	0.07965	10605	0.07495
chr9	24000000	25000000	1.3704	8021	0.08447	15290	0.06311	6487	0.08122	9373	0.06681	10013	0.07240
chr9	25000000	26000000	1.0110	8685	0.10524	15922	0.08585	7703	0.11800	9522	0.10304	11515	0.08665
chr9	26000000	27000000	1.6687	7824	0.09485	14369	0.07523	6547	0.08548	8120	0.09964	10281	0.07637
chr9	27000000	28000000	1.4363	8075	0.12472	14700	0.09042	7283	0.12138	8743	0.12008	10742	0.09993
chr9	28000000	29000000	1.4309	8814	0.10682	14579	0.08521	7934	0.13035	9360	0.11001	11250	0.09329
chr9	29000000	30000000	0.6398	8233	0.14325	13843	0.09936	7525	0.14833	9022	0.14274	10303	0.11490
chr9	30000000	31000000	0.5408	7949	0.10041	13951	0.07801	7086	0.13499	8343	0.10701	9672	0.09281
chr9	31000000	32000000	0.7491	8573	0.12462	14684	0.09461	7631	0.15361	9169	0.12359	11004	0.10651
chr9	32000000	33000000	0.9333	7697	0.13241	13695	0.09676	6972	0.13674	8233	0.12241	10255	0.10107
chr9	33000000	34000000	0.8163	7309	0.12176	11865	0.08644	6914	0.10390	7982	0.10436	8829	0.09774
chr9	34000000	35000000	0.6364	6234	0.11158	11070	0.06995	6093	0.09241	6949	0.10287	7713	0.09370
chr9	35000000	36000000	0.7908	5896	0.09083	9622	0.07473	5147	0.09688	6390	0.08804	6844	0.07710
chr9	36000000	37000000	0.8774	6983	0.09851	12515	0.08336	6034	0.11159	7650	0.09931	9182	0.07629
chr9	37000000	38000000	1.5124	6115	0.11500	11590	0.08353	6029	0.09756	7189	0.09745	8182	0.08797
chr9	38000000	39000000	1.2285	7427	0.11500	13815	0.08437	6470	0.12003	8143	0.10479	9670	0.09039
chr9	39000000	40000000	1.1328	4879	0.07024	8562	0.06430	4501	0.08818	5251	0.06900	6080	0.05559
chr9	40000000	41000000	0.3135	5824	0.04938	9357	0.03730	5422	0.05315	6130	0.04929	6823	0.04313
chr9	41000000	42000000	0.1479	9108	0.05760	15000	0.04536	8728	0.06407	9651	0.06037	11079	0.04838
chr9	42000000	43000000	0.0054	8723	0.07264	13371	0.06423	8469	0.09420	9366	0.07850	9650	0.06265
chr9	43000000	44000000	0.0052	4127	0.03344	6049	0.04460	4060	0.06223	4455	0.04880	4344	0.03257
chr9	44000000	45000000	0.0006	1298	0.01424	1759	0.01355	1247	0.01948	1366	0.01601	1186	0.01513
chr9	45000000	46000000	0.0007	632	0.01443	760	0.01226	571	0.01439	634	0.01514	565	0.01527
chr9	60000000	61000000	0.0247	1544	0.02513	2236	0.02637	1449	0.03607	1610	0.03118	1608	0.02296
chr9	61000000	62000000	0.0245	2977	0.04467	4786	0.04841	2908	0.05771	3258	0.05118	3289	0.04400
chr9	62000000	63000000	0.0249	3147	0.05316	5205	0.04305	3011	0.05821	3351	0.04927	3624	0.04654
chr9	63000000	64000000	0.0047	5854	0.04561	9083	0.04908	5416	0.06873	6175	0.05651	6612	0.04186
chr9	64000000	65000000	0.0197	5731	0.06279	9446	0.04237	5477	0.06291	6200	0.06465	7014	0.05183
chr9	65000000	66000000	0.1260	5020	0.03964	8378	0.04577	4904	0.04417	5522	0.04048	5812	0.03807
chr9	66000000	67000000	0.2062	4986	0.06409	8635	0.05646	5016	0.06816	5357	0.06210	6043	0.05442
chr9	67000000	68000000	0.4025	4208	0.06964	7437	0.05654	4076	0.07285	4473	0.06565	5399	0.05194
chr9	68000000	69000000	0.6024	5058	0.09020	8725	0.07245	4591	0.10225	5341	0.08327	6243	0.07030
chr9	69000000	70000000	0.6828	6700	0.12700	12340	0.08521	6062	0.13211	7242	0.11844	8758	0.09430
chr9	70000000	71000000	0.8814	6427	0.12576	11893	0.08170	5726	0.13979	6968	0.12686	8243	0.09687
chr9	71000000	72000000	0.7375	6746	0.10260	11860	0.07307	5576	0.11677	7352	0.09850	8471	0.08134
chr9	72000000	73000000	0.8006	6040	0.12266	12179	0.07191	5320	0.11570	7104	0.09401	8054	0.09140
chr9	73000000	74000000	0.7913	6060	0.08596	11142	0.07672	5175	0.09979	6670	0.08545	7793	0.07714
chr9	74000000	75000000	1.1716	6008	0.11274	11370	0.07154	5295	0.10078	6713	0.09994	7926	0.08638
chr9	75000000	76000000	1.8849	7967	0.12784	13487	0.08616	6980	0.12127	8539	0.12260	9694	0.10570
chr9	76000000	77000000	1.8083	8078	0.12178	13369	0.09769	6532	0.13357	8127	0.12460	9691	0.10033
chr9	77000000	78000000	1.7105	7692	0.09014	12583	0.07476	5884	0.10886	7903	0.09343	9512	0.07460
chr9	78000000	79000000	1.3033	7223	0.11187	13598	0.08256	5974	0.13078	7635	0.11155	9994	0.08528
chr9	79000000	80000000	1.1400	7329	0.09231	12885	0.07367	6056	0.09930	7464	0.09222	9469	0.07537
chr9	80000000	81000000	1.3016	8836	0.13181	14642	0.09245	7348	0.12441	9111	0.12345	10658	0.10386
chr9	81000000	82000000	1.0083	7056	0.10724	12539	0.07210	6313	0.10164	7672	0.08977	8782	0.08512
chr9	82000000	83000000	1.1977	5931	0.08795	10401	0.06999	5081	0.10030	6165	0.08575	7450	0.06996
chr9	83000000	84000000	1.0385	6750	0.12366	11989	0.08400	6033	0.12116	7063	0.11599	8615	0.09552
chr9	84000000	85000000	1.2705	7570	0.09583	12438	0.08871	6772	0.12162	7921	0.09404	9419	0.09304
chr9	85000000	86000000	1.4514	6607	0.09008	11950	0.07875	6313	0.08756	7775	0.08278	9153	0.07429
chr9	86000000	87000000	1.5929	7047	0.10959	12897	0.08486	6113	0.11432	7718	0.10424	9399	0.09181
chr9	87000000	88000000	1.6504	7951	0.12146	13748	0.09036	6916	0.14184	8435	0.11935	10379	0.09841
chr9	88000000	89000000	1.8070	8359	0.10783	14905	0.09543	7366	0.12980	8957	0.11698	11321	0.09705
chr9	89000000	90000000	1.7376	8225	0.10488	14077	0.06926	6711	0.09451	8613	0.10230	9953	0.08770
chr9	90000000	91000000	1.5807	8190	0.11486	13387	0.07967	7485	0.12696	8943	0.11339	9558	0.10316
chr9	91000000	92000000	0.9858	7456	0.09219	12218	0.07904	6628	0.13532	7934	0.10492	8804	0.08202
chr9	92000000	93000000	0.8188	6788	0.09241	11537	0.05956	6285	0.08740	7511	0.09497	7766	0.08700
chr9	93000000	94000000	0.5972	8146	0.11341	13053	0.08218	7083	0.12639	8069	0.10149	9212	0.09862
chr9	94000000	95000000	0.7399	7725	0.09809	12257	0.08602	6470	0.11611	7488	0.11187	8640	0.09259
chr9	95000000	96000000	0.6533	6425	0.09344	11035	0.07214	5941	0.11084	6829	0.09426	7809	0.08097
chr9	96000000	97000000	0.7119	7443	0.06662	12370	0.07949	5937	0.10885	7283	0.08181	8688	0.06477
chr9	97000000	98000000	1.1265	6433	0.11254	10867	0.08386	6058	0.12646	6975	0.10700	8172	0.09972
chr9	98000000	99000000	1.0754	7505	0.11747	12471	0.08808	6802	0.12767	8116	0.11406	9218	0.10194
chr9	99000000	100000000	0.9632	5358	0.08729	9559	0.06109	4526	0.09285	5892	0.08005	6980	0.07483
chr9	100000000	101000000	0.7823	6384	0.10984	10947	0.07918	5765	0.09948	7152	0.08994	8171	0.08452
chr9	101000000	102000000	0.7577	7419	0.12045	12362	0.08734	6560	0.12385	7921	0.11769	9199	0.10123
chr9	102000000	103000000	0.8883	9132	0.13259	15169	0.08955	7841	0.14363	9413	0.11883	10968	0.11421
chr9	103000000	104000000	0.8036	7970	0.12335	14651	0.08756	7749	0.13375	9267	0.11450	10729	0.09214
chr9	104000000	105000000	0.8752	7827	0.12414	13862	0.09494	7095	0.12167	8128	0.12452	10064	0.09757
chr9	105000000	106000000	1.0130	7236	0.09030	13636	0.08693	6011	0.12438	8203	0.08124	9657	0.08558
chr9	106000000	107000000	1.4044	6320	0.08627	12163	0.07083	5473	0.10148	7014	0.07944	8345	0.06622
