chrom	window_start	population	Hbar	n_blocks	mean_distinct_hap	mean_n_hap	cMperMb
chr2	197000000	EUR	0.021579	1	124.0	400	0.7250
chr2	197000000	SAS	0.040940	1	161.0	400	0.7250
chr2	198000000	AFR	0.002306	1	302.0	400	0.5969
chr2	198000000	AMR	0.005489	1	244.0	400	0.5969
chr2	198000000	EAS	0.012068	1	201.0	400	0.5969
chr2	198000000	EUR	0.007256	1	240.0	400	0.5969
chr2	198000000	SAS	0.002669	1	301.0	400	0.5969
chr2	199000000	AFR	0.008170	2	240.5	400	0.6793
chr2	199000000	AMR	0.014906	2	186.5	400	0.6793
chr2	199000000	EAS	0.004336	2	253.0	400	0.6793
chr2	199000000	EUR	0.009662	2	217.0	400	0.6793
chr2	199000000	SAS	0.006178	2	251.5	400	0.6793
chr2	200000000	AFR	0.015689	1	178.0	400	0.6840
chr2	200000000	AMR	0.050639	1	114.0	400	0.6840
chr2	200000000	EAS	0.012732	1	189.0	400	0.6840
chr2	200000000	EUR	0.021504	1	148.0	400	0.6840
chr2	200000000	SAS	0.020514	1	185.0	400	0.6840
chr2	201000000	AFR	0.000739	1	363.0	400	0.6460
chr2	201000000	AMR	0.003709	1	292.0	400	0.6460
chr2	201000000	EAS	0.000526	1	364.0	400	0.6460
chr2	201000000	EUR	0.001328	1	335.0	400	0.6460
chr2	201000000	SAS	0.001391	1	325.0	400	0.6460
chr2	202000000	AFR	0.013033	1	195.0	400	0.5734
chr2	202000000	AMR	0.033847	1	134.0	400	0.5734
chr2	202000000	EAS	0.055789	1	101.0	400	0.5734
chr2	202000000	EUR	0.061303	1	74.0	400	0.5734
chr2	202000000	SAS	0.024987	1	162.0	400	0.5734
chr2	203000000	AFR	0.005451	2	263.5	400	0.6826
chr2	203000000	AMR	0.012155	2	237.0	400	0.6826
chr2	203000000	EAS	0.015075	2	251.0	400	0.6826
chr2	203000000	EUR	0.008008	2	230.5	400	0.6826
chr2	203000000	SAS	0.016184	2	233.0	400	0.6826
chr2	204000000	AFR	0.004850	2	265.0	400	1.2607
chr2	204000000	AMR	0.019461	2	204.0	400	1.2607
chr2	204000000	EAS	0.017093	2	192.0	400	1.2607
chr2	204000000	EUR	0.014850	2	180.5	400	1.2607
chr2	204000000	SAS	0.011404	2	201.0	400	1.2607
chr2	205000000	AFR	0.006959	3	251.7	400	1.3516
chr2	205000000	AMR	0.027536	3	229.7	400	1.3516
chr2	205000000	EAS	0.014532	3	241.7	400	1.3516
chr2	205000000	EUR	0.012322	3	243.0	400	1.3516
chr2	205000000	SAS	0.017289	3	240.0	400	1.3516
chr2	206000000	AFR	0.008170	2	231.5	400	1.2304
chr2	206000000	AMR	0.024298	2	173.0	400	1.2304
chr2	206000000	EAS	0.013822	2	183.0	400	1.2304
chr2	206000000	EUR	0.010495	2	195.0	400	1.2304
chr2	206000000	SAS	0.009906	2	233.0	400	1.2304
chr2	207000000	AFR	0.001316	2	339.0	400	0.7840
chr2	207000000	AMR	0.006128	2	264.5	400	0.7840
chr2	207000000	EAS	0.001761	2	316.5	400	0.7840
chr2	207000000	EUR	0.002124	2	307.5	400	0.7840
chr2	207000000	SAS	0.001303	2	338.0	400	0.7840
chr2	208000000	AFR	0.002293	1	292.0	400	0.6938
chr2	208000000	AMR	0.014173	1	188.0	400	0.6938
chr2	208000000	EAS	0.005990	1	218.0	400	0.6938
chr2	208000000	EUR	0.009524	1	196.0	400	0.6938
chr2	208000000	SAS	0.008922	1	211.0	400	0.6938
chr2	209000000	AFR	0.006454	1	224.0	400	0.5035
chr2	209000000	AMR	0.023446	1	160.0	400	0.5035
chr2	209000000	EAS	0.016992	1	163.0	400	0.5035
chr2	209000000	EUR	0.013847	1	161.0	400	0.5035
chr2	209000000	SAS	0.019298	1	149.0	400	0.5035
chr2	210000000	AFR	0.004474	2	270.0	400	0.8035
chr2	210000000	AMR	0.013559	2	225.0	400	0.8035
chr2	210000000	EAS	0.015056	2	205.0	400	0.8035
chr2	210000000	EUR	0.006660	2	226.5	400	0.8035
chr2	210000000	SAS	0.007669	2	244.5	400	0.8035
chr2	211000000	AFR	0.001554	2	334.0	400	0.9427
chr2	211000000	AMR	0.004862	2	299.0	400	0.9427
chr2	211000000	EAS	0.008565	2	260.5	400	0.9427
chr2	211000000	EUR	0.005401	2	277.0	400	0.9427
chr2	211000000	SAS	0.002055	2	309.0	400	0.9427
chr2	212000000	AFR	0.006579	2	238.5	400	0.8930
chr2	212000000	AMR	0.030201	2	184.0	400	0.8930
chr2	212000000	EAS	0.021949	2	167.5	400	0.8930
chr2	212000000	EUR	0.019680	2	188.5	400	0.8930
chr2	212000000	SAS	0.011648	2	216.0	400	0.8930
chr2	213000000	AFR	0.009398	1	217.0	400	0.6773
chr2	213000000	AMR	0.006416	1	227.0	400	0.6773
chr2	213000000	EAS	0.014687	1	184.0	400	0.6773
chr2	213000000	EUR	0.010251	1	183.0	400	0.6773
chr2	213000000	SAS	0.007832	1	238.0	400	0.6773
chr2	214000000	AFR	0.003966	2	269.5	400	1.0257
chr2	214000000	AMR	0.013358	2	198.0	400	1.0257
chr2	214000000	EAS	0.019142	2	174.0	400	1.0257
chr2	214000000	EUR	0.019831	2	164.5	400	1.0257
chr2	214000000	SAS	0.022299	2	181.5	400	1.0257
chr2	215000000	AFR	0.001696	3	327.3	400	1.5201
chr2	215000000	AMR	0.004436	3	279.3	400	1.5201
chr2	215000000	EAS	0.007306	3	271.0	400	1.5201
chr2	215000000	EUR	0.005384	3	267.0	400	1.5201
chr2	215000000	SAS	0.004052	3	306.0	400	1.5201
chr2	216000000	AFR	0.006930	4	239.8	400	1.9138
chr2	216000000	AMR	0.015930	4	195.5	400	1.9138
chr2	216000000	EAS	0.026598	4	202.8	400	1.9138
chr2	216000000	EUR	0.015783	4	180.5	400	1.9138
chr2	216000000	SAS	0.012274	4	199.0	400	1.9138
chr2	217000000	AFR	0.004741	3	258.0	400	1.6311
chr2	217000000	AMR	0.015631	3	224.7	400	1.6311
chr2	217000000	EAS	0.018279	3	236.0	400	1.6311
chr2	217000000	EUR	0.034449	3	196.3	400	1.6311
chr2	217000000	SAS	0.006207	3	264.3	400	1.6311
chr2	218000000	AFR	0.024580	4	146.8	400	1.7490
chr2	218000000	AMR	0.099189	4	95.5	400	1.7490
chr2	218000000	EAS	0.167140	4	81.0	400	1.7490
chr2	218000000	EUR	0.126034	4	65.2	400	1.7490
chr2	218000000	SAS	0.098236	4	81.2	400	1.7490
chr2	219000000	AFR	0.002682	3	311.0	400	1.6399
chr2	219000000	AMR	0.006429	3	241.7	400	1.6399
chr2	219000000	EAS	0.007435	3	241.7	400	1.6399
chr2	219000000	EUR	0.008839	3	216.0	400	1.6399
chr2	219000000	SAS	0.006370	3	238.0	400	1.6399
chr2	220000000	AFR	0.005648	4	252.0	400	1.8206
chr2	220000000	AMR	0.014492	4	196.0	400	1.8206
chr2	220000000	EAS	0.013769	4	217.2	400	1.8206
chr2	220000000	EUR	0.029846	4	167.2	400	1.8206
chr2	220000000	SAS	0.012159	4	214.5	400	1.8206
chr2	221000000	AFR	0.003739	3	267.0	400	1.5588
chr2	221000000	AMR	0.005660	3	247.7	400	1.5588
chr2	221000000	EAS	0.006057	3	237.0	400	1.5588
chr2	221000000	EUR	0.012322	3	213.7	400	1.5588
chr2	221000000	SAS	0.014277	3	243.0	400	1.5588
chr2	222000000	AFR	0.006378	2	247.5	400	1.3714
chr2	222000000	AMR	0.015714	2	198.5	400	1.3714
chr2	222000000	EAS	0.025495	2	221.5	400	1.3714
chr2	222000000	EUR	0.016591	2	152.5	400	1.3714
chr2	222000000	SAS	0.019436	2	215.0	400	1.3714
chr2	223000000	AFR	0.002581	3	297.7	400	1.1454
chr2	223000000	AMR	0.008734	3	246.0	400	1.1454
chr2	223000000	EAS	0.006642	3	275.7	400	1.1454
chr2	223000000	EUR	0.014231	3	216.0	400	1.1454
chr2	223000000	SAS	0.004791	3	266.7	400	1.1454
chr2	224000000	AFR	0.007243	2	247.5	400	0.9637
chr2	224000000	AMR	0.014104	2	222.0	400	0.9637
chr2	224000000	EAS	0.020019	2	186.5	400	0.9637
chr2	224000000	EUR	0.015013	2	187.5	400	0.9637
chr2	224000000	SAS	0.014160	2	220.0	400	0.9637
chr2	225000000	AFR	0.004799	2	250.0	400	0.9634
chr2	225000000	AMR	0.042901	2	125.5	400	0.9634
chr2	225000000	EAS	0.024305	2	146.0	400	0.9634
chr2	225000000	EUR	0.029436	2	121.5	400	0.9634
chr2	225000000	SAS	0.040457	2	105.5	400	0.9634
chr2	226000000	AFR	0.005050	3	265.0	400	1.6053
chr2	226000000	AMR	0.015560	3	208.0	400	1.6053
chr2	226000000	EAS	0.037974	3	186.0	400	1.6053
chr2	226000000	EUR	0.010526	3	225.0	400	1.6053
chr2	226000000	SAS	0.017469	3	182.7	400	1.6053
chr2	227000000	AFR	0.004582	3	273.3	400	1.5358
chr2	227000000	AMR	0.012423	3	228.3	400	1.5358
chr2	227000000	EAS	0.010209	3	240.0	400	1.5358
chr2	227000000	EUR	0.011454	3	220.3	400	1.5358
chr2	227000000	SAS	0.017147	3	235.0	400	1.5358
chr2	228000000	AFR	0.009896	3	198.7	400	1.7488
chr2	228000000	AMR	0.033747	3	136.7	400	1.7488
chr2	228000000	EAS	0.034946	3	113.3	400	1.7488
chr2	228000000	EUR	0.026454	3	117.7	400	1.7488
chr2	228000000	SAS	0.038630	3	125.0	400	1.7488
chr2	229000000	AFR	0.006107	3	250.3	400	1.4510
chr2	229000000	AMR	0.011232	3	222.3	400	1.4510
chr2	229000000	EAS	0.017736	3	210.3	400	1.4510
chr2	229000000	EUR	0.012231	3	193.3	400	1.4510
chr2	229000000	SAS	0.017999	3	225.3	400	1.4510
chr2	230000000	AFR	0.002105	3	318.0	400	1.6088
chr2	230000000	AMR	0.009490	3	232.3	400	1.6088
chr2	230000000	EAS	0.007728	3	253.0	400	1.6088
chr2	230000000	EUR	0.005096	3	237.0	400	1.6088
chr2	230000000	SAS	0.005125	3	275.3	400	1.6088
chr2	231000000	AFR	0.004632	3	268.3	400	1.4199
chr2	231000000	AMR	0.011859	3	219.3	400	1.4199
chr2	231000000	EAS	0.026955	3	187.3	400	1.4199
chr2	231000000	EUR	0.018684	3	167.3	400	1.4199
chr2	231000000	SAS	0.015681	3	197.0	400	1.4199
chr2	232000000	AFR	0.009081	3	230.3	400	1.4601
chr2	232000000	AMR	0.016525	3	210.0	400	1.4601
chr2	232000000	EAS	0.015096	3	199.0	400	1.4601
chr2	232000000	EUR	0.026947	3	199.3	400	1.4601
chr2	232000000	SAS	0.016679	3	220.7	400	1.4601
chr2	233000000	AFR	0.010484	5	234.0	400	2.2980
chr2	233000000	AMR	0.026637	5	161.0	400	2.2980
chr2	233000000	EAS	0.033687	5	183.4	400	2.2980
chr2	233000000	EUR	0.024561	5	171.6	400	2.2980
chr2	233000000	SAS	0.028955	5	189.8	400	2.2980
chr2	234000000	AFR	0.002479	5	293.8	400	2.8263
chr2	234000000	AMR	0.010642	5	233.2	400	2.8263
chr2	234000000	EAS	0.009125	5	248.4	400	2.8263
chr2	234000000	EUR	0.008982	5	236.2	400	2.8263
chr2	234000000	SAS	0.007434	5	272.8	400	2.8263
chr2	235000000	AFR	0.008147	6	251.0	400	2.7793
chr2	235000000	AMR	0.032289	6	183.2	400	2.7793
chr2	235000000	EAS	0.036082	6	198.8	400	2.7793
chr2	235000000	EUR	0.018404	6	193.2	400	2.7793
chr2	235000000	SAS	0.025988	6	197.8	400	2.7793
chr2	236000000	AFR	0.008436	5	255.4	400	2.3146
chr2	236000000	AMR	0.042040	5	137.4	400	2.3146
chr2	236000000	EAS	0.064576	5	129.4	400	2.3146
chr2	236000000	EUR	0.072045	5	121.6	400	2.3146
chr2	236000000	SAS	0.107236	5	136.6	400	2.3146
chr2	237000000	AFR	0.001763	3	316.7	400	1.8906
chr2	237000000	AMR	0.014620	3	216.0	400	1.8906
chr2	237000000	EAS	0.004077	3	269.3	400	1.8906
chr2	237000000	EUR	0.016721	3	203.3	400	1.8906
chr2	237000000	SAS	0.004816	3	272.0	400	1.8906
chr2	238000000	AFR	0.007697	5	236.4	400	2.3588
chr2	238000000	AMR	0.022258	5	174.8	400	2.3588
chr2	238000000	EAS	0.025860	5	192.8	400	2.3588
chr2	238000000	EUR	0.026454	5	155.2	400	2.3588
chr2	238000000	SAS	0.025085	5	178.4	400	2.3588
chr2	239000000	AFR	0.001930	5	314.0	400	2.5170
chr2	239000000	AMR	0.008684	5	228.0	400	2.5170
chr2	239000000	EAS	0.007930	5	237.8	400	2.5170
chr2	239000000	EUR	0.009877	5	244.8	400	2.5170
chr2	239000000	SAS	0.009005	5	255.2	400	2.5170
chr2	240000000	AFR	0.004348	5	270.2	400	2.4750
chr2	240000000	AMR	0.014035	5	202.6	400	2.4750
chr2	240000000	EAS	0.016451	5	200.8	400	2.4750
chr2	240000000	EUR	0.008456	5	217.4	400	2.4750
chr2	240000000	SAS	0.009276	5	225.6	400	2.4750
chr2	241000000	AFR	0.005476	4	253.5	400	1.9339
chr2	241000000	AMR	0.030360	4	158.5	400	1.9339
chr2	241000000	EAS	0.024850	4	175.2	400	1.9339
chr2	241000000	EUR	0.026488	4	157.8	400	1.9339
chr2	241000000	SAS	0.023587	4	173.2	400	1.9339
chr2	242000000	AFR	0.017281	1	217.0	400	1.9339
chr2	242000000	AMR	0.057506	1	105.0	400	1.9339
chr2	242000000	EAS	0.066103	1	113.0	400	1.9339
chr2	242000000	EUR	0.078020	1	105.0	400	1.9339
chr2	242000000	SAS	0.103020	1	99.0	400	1.9339
chr20	0	AFR	0.004987	9	281.8	400	4.1087
chr20	0	AMR	0.026300	9	216.1	400	4.1087
chr20	0	EAS	0.011633	9	244.9	400	4.1087
chr20	0	EUR	0.018744	9	227.2	400	4.1087
chr20	0	SAS	0.019000	9	246.3	400	4.1087
chr20	1000000	AFR	0.006559	7	241.7	400	3.4162
chr20	1000000	AMR	0.024561	7	172.0	400	3.4162
chr20	1000000	EAS	0.078394	7	139.4	400	3.4162
chr20	1000000	EUR	0.021427	7	148.7	400	3.4162
chr20	1000000	SAS	0.033480	7	166.1	400	3.4162
chr20	2000000	AFR	0.013518	4	262.2	400	2.3110
chr20	2000000	AMR	0.018556	4	229.8	400	2.3110
chr20	2000000	EAS	0.012979	4	258.2	400	2.3110
chr20	2000000	EUR	0.032290	4	215.0	400	2.3110
chr20	2000000	SAS	0.012375	4	254.8	400	2.3110
chr20	3000000	AFR	0.041511	5	170.8	400	2.5365
chr20	3000000	AMR	0.061774	5	129.0	400	2.5365
chr20	3000000	EAS	0.048150	5	155.0	400	2.5365
chr20	3000000	EUR	0.064995	5	142.8	400	2.5365
chr20	3000000	SAS	0.090368	5	144.8	400	2.5365
chr20	4000000	AFR	0.002986	7	294.4	400	3.3277
chr20	4000000	AMR	0.009857	7	223.6	400	3.3277
chr20	4000000	EAS	0.010732	7	228.9	400	3.3277
chr20	4000000	EUR	0.009221	7	218.4	400	3.3277
chr20	4000000	SAS	0.010184	7	231.3	400	3.3277
chr20	5000000	AFR	0.015102	7	239.1	400	3.5859
chr20	5000000	AMR	0.044053	7	177.3	400	3.5859
chr20	5000000	EAS	0.041720	7	185.3	400	3.5859
chr20	5000000	EUR	0.033604	7	164.1	400	3.5859
chr20	5000000	SAS	0.033783	7	182.3	400	3.5859
chr20	6000000	AFR	0.007057	7	247.6	400	3.2160
chr20	6000000	AMR	0.039132	7	163.6	400	3.2160
chr20	6000000	EAS	0.064957	7	174.3	400	3.2160
chr20	6000000	EUR	0.037671	7	156.6	400	3.2160
chr20	6000000	SAS	0.031267	7	180.0	400	3.2160
chr20	7000000	AFR	0.004364	4	255.0	400	2.1482
chr20	7000000	AMR	0.021557	4	159.8	400	2.1482
chr20	7000000	EAS	0.027964	4	138.5	400	2.1482
chr20	7000000	EUR	0.035764	4	141.0	400	2.1482
chr20	7000000	SAS	0.022149	4	159.2	400	2.1482
chr20	8000000	AFR	0.004543	4	267.0	400	2.0161
chr20	8000000	AMR	0.019104	4	189.0	400	2.0161
chr20	8000000	EAS	0.006250	4	257.5	400	2.0161
chr20	8000000	EUR	0.009793	4	222.2	400	2.0161
chr20	8000000	SAS	0.005692	4	250.0	400	2.0161
chr20	9000000	AFR	0.002478	4	299.5	400	2.0821
chr20	9000000	AMR	0.013678	4	224.5	400	2.0821
chr20	9000000	EAS	0.007262	4	265.0	400	2.0821
chr20	9000000	EUR	0.017415	4	221.8	400	2.0821
chr20	9000000	SAS	0.017810	4	246.8	400	2.0821
chr20	10000000	AFR	0.005248	5	263.2	400	2.2593
chr20	10000000	AMR	0.010662	5	212.6	400	2.2593
chr20	10000000	EAS	0.007063	5	245.2	400	2.2593
chr20	10000000	EUR	0.009013	5	215.4	400	2.2593
chr20	10000000	SAS	0.004401	5	276.8	400	2.2593
chr20	11000000	AFR	0.008289	4	213.5	400	2.2114
chr20	11000000	AMR	0.051366	4	123.8	400	2.2114
chr20	11000000	EAS	0.025473	4	144.0	400	2.2114
chr20	11000000	EUR	0.023477	4	124.8	400	2.2114
chr20	11000000	SAS	0.029123	4	130.2	400	2.2114
chr20	12000000	AFR	0.003766	4	271.8	400	1.9091
chr20	12000000	AMR	0.015401	4	213.5	400	1.9091
chr20	12000000	EAS	0.005761	4	257.0	400	1.9091
chr20	12000000	EUR	0.011820	4	226.2	400	1.9091
chr20	12000000	SAS	0.004959	4	263.8	400	1.9091
chr20	13000000	AFR	0.018170	2	143.0	400	1.3323
chr20	13000000	AMR	0.015000	2	145.0	400	1.3323
chr20	13000000	EAS	0.017343	2	155.5	400	1.3323
chr20	13000000	EUR	0.045125	2	108.0	400	1.3323
chr20	13000000	SAS	0.023346	2	137.0	400	1.3323
chr20	14000000	AFR	0.011244	4	190.8	400	1.5942
chr20	14000000	AMR	0.033559	4	124.5	400	1.5942
chr20	14000000	EAS	0.038969	4	123.2	400	1.5942
chr20	14000000	EUR	0.048261	4	116.0	400	1.5942
chr20	14000000	SAS	0.033744	4	132.8	400	1.5942
chr20	15000000	AFR	0.001763	3	314.3	400	1.7112
chr20	15000000	AMR	0.003793	3	277.3	400	1.7112
chr20	15000000	EAS	0.002828	3	301.0	400	1.7112
chr20	15000000	EUR	0.003409	3	283.3	400	1.7112
chr20	15000000	SAS	0.003383	3	302.7	400	1.7112
chr20	16000000	AFR	0.004016	4	276.0	400	2.1200
chr20	16000000	AMR	0.009875	4	207.8	400	2.1200
chr20	16000000	EAS	0.018064	4	182.2	400	2.1200
chr20	16000000	EUR	0.015536	4	195.8	400	2.1200
chr20	16000000	SAS	0.010034	4	218.0	400	2.1200
chr20	17000000	AFR	0.003468	4	286.2	400	1.6550
chr20	17000000	AMR	0.009085	4	226.5	400	1.6550
chr20	17000000	EAS	0.007669	4	234.5	400	1.6550
chr20	17000000	EUR	0.007754	4	222.5	400	1.6550
chr20	17000000	SAS	0.006595	4	247.8	400	1.6550
chr20	18000000	AFR	0.021729	3	195.7	400	1.7651
chr20	18000000	AMR	0.041566	3	150.3	400	1.7651
chr20	18000000	EAS	0.072949	3	144.3	400	1.7651
chr20	18000000	EUR	0.044336	3	142.3	400	1.7651
chr20	18000000	SAS	0.033095	3	181.3	400	1.7651
chr20	19000000	AFR	0.004169	3	278.0	400	1.6884
chr20	19000000	AMR	0.012799	3	225.7	400	1.6884
chr20	19000000	EAS	0.026378	3	257.7	400	1.6884
chr20	19000000	EUR	0.016153	3	221.7	400	1.6884
chr20	19000000	SAS	0.009603	3	239.0	400	1.6884
chr20	20000000	AFR	0.005535	3	248.3	400	1.3470
chr20	20000000	AMR	0.016566	3	191.0	400	1.3470
chr20	20000000	EAS	0.013851	3	207.3	400	1.3470
chr20	20000000	EUR	0.016094	3	201.7	400	1.3470
chr20	20000000	SAS	0.021282	3	190.3	400	1.3470
chr20	21000000	AFR	0.011078	2	189.5	400	0.9430
chr20	21000000	AMR	0.059756	2	103.0	400	0.9430
chr20	21000000	EAS	0.063634	2	89.0	400	0.9430
chr20	21000000	EUR	0.137018	2	79.0	400	0.9430
chr20	21000000	SAS	0.100144	2	102.0	400	0.9430
chr20	22000000	AFR	0.001873	2	328.0	400	0.7888
chr20	22000000	AMR	0.006071	2	237.0	400	0.7888
chr20	22000000	EAS	0.003102	2	295.5	400	0.7888
chr20	22000000	EUR	0.005808	2	246.5	400	0.7888
chr20	22000000	SAS	0.003095	2	303.0	400	0.7888
chr20	23000000	AFR	0.001729	1	321.0	400	0.8958
chr20	23000000	AMR	0.008095	1	245.0	400	0.8958
chr20	23000000	EAS	0.003095	1	292.0	400	0.8958
chr20	23000000	EUR	0.006554	1	250.0	400	0.8958
chr20	23000000	SAS	0.003170	1	299.0	400	0.8958
chr20	24000000	AFR	0.002569	2	292.5	400	0.6273
chr20	24000000	AMR	0.011234	2	235.5	400	0.6273
chr20	24000000	EAS	0.018534	2	258.0	400	0.6273
chr20	24000000	EUR	0.004981	2	252.5	400	0.6273
chr20	24000000	SAS	0.005871	2	246.5	400	0.6273
chr20	27000000	AFR	0.001028	1	351.0	400	0.0204
chr20	27000000	AMR	0.004624	1	315.0	400	0.0204
chr20	27000000	EAS	0.009662	1	278.0	400	0.0204
chr20	27000000	EUR	0.003584	1	314.0	400	0.0204
chr20	27000000	SAS	0.003183	1	318.0	400	0.0204
chr20	32000000	AFR	0.001930	1	318.0	400	0.5590
chr20	32000000	AMR	0.017406	1	200.0	400	0.5590
chr20	32000000	EAS	0.007657	1	239.0	400	0.5590
chr20	32000000	EUR	0.007970	1	245.0	400	0.5590
chr20	32000000	SAS	0.006328	1	253.0	400	0.5590
chr20	33000000	AFR	0.002018	1	310.0	400	0.5050
chr20	33000000	AMR	0.006579	1	258.0	400	0.5050
chr20	33000000	EAS	0.008296	1	252.0	400	0.5050
chr20	33000000	EUR	0.001942	1	315.0	400	0.5050
chr20	33000000	SAS	0.003208	1	313.0	400	0.5050
chr20	34000000	AFR	0.006830	1	254.0	400	0.4046
chr20	34000000	AMR	0.100150	1	105.0	400	0.4046
chr20	34000000	EAS	0.028672	1	179.0	400	0.4046
chr20	34000000	EUR	0.063158	1	133.0	400	0.4046
chr20	34000000	SAS	0.015940	1	182.0	400	0.4046
chr20	35000000	AFR	0.014373	1	202.0	400	0.2883
chr20	35000000	AMR	0.031817	1	138.0	400	0.2883
chr20	35000000	EAS	0.026792	1	180.0	400	0.2883
chr20	35000000	EUR	0.014185	1	157.0	400	0.2883
chr20	35000000	SAS	0.049073	1	147.0	400	0.2883
chr20	36000000	AFR	0.015677	1	189.0	400	0.5496
chr20	36000000	AMR	0.029975	1	123.0	400	0.5496
chr20	36000000	EAS	0.036353	1	127.0	400	0.5496
chr20	36000000	EUR	0.011128	1	186.0	400	0.5496
chr20	36000000	SAS	0.031090	1	145.0	400	0.5496
chr20	37000000	AFR	0.001234	2	341.0	400	0.9214
chr20	37000000	AMR	0.006654	2	265.0	400	0.9214
chr20	37000000	EAS	0.004142	2	308.5	400	0.9214
chr20	37000000	EUR	0.002976	2	302.5	400	0.9214
chr20	37000000	SAS	0.008396	2	268.0	400	0.9214
chr20	38000000	AFR	0.011172	2	222.0	400	0.9091
chr20	38000000	AMR	0.023152	2	162.0	400	0.9091
chr20	38000000	EAS	0.015476	2	196.0	400	0.9091
chr20	38000000	EUR	0.022788	2	165.0	400	0.9091
chr20	38000000	SAS	0.011347	2	218.0	400	0.9091
chr20	39000000	AFR	0.008534	2	231.0	400	1.2450
chr20	39000000	AMR	0.026930	2	156.5	400	1.2450
chr20	39000000	EAS	0.019668	2	196.0	400	1.2450
chr20	39000000	EUR	0.065639	2	177.0	400	1.2450
chr20	39000000	SAS	0.016466	2	173.0	400	1.2450
chr20	40000000	AFR	0.003120	2	302.5	400	1.0135
chr20	40000000	AMR	0.004825	2	254.0	400	1.0135
chr20	40000000	EAS	0.002218	2	305.0	400	1.0135
chr20	40000000	EUR	0.007888	2	223.0	400	1.0135
chr20	40000000	SAS	0.003170	2	282.0	400	1.0135
chr20	41000000	AFR	0.022423	3	173.7	400	1.5123
chr20	41000000	AMR	0.068542	3	144.3	400	1.5123
chr20	41000000	EAS	0.026119	3	180.3	400	1.5123
chr20	41000000	EUR	0.094695	3	118.7	400	1.5123
chr20	41000000	SAS	0.040652	3	157.0	400	1.5123
chr20	42000000	AFR	0.003350	3	289.0	400	1.4557
chr20	42000000	AMR	0.006642	3	256.7	400	1.4557
chr20	42000000	EAS	0.004060	3	280.3	400	1.4557
chr20	42000000	EUR	0.003906	3	263.7	400	1.4557
chr20	42000000	SAS	0.002832	3	285.3	400	1.4557
chr20	43000000	AFR	0.004505	4	277.8	400	1.7784
chr20	43000000	AMR	0.013506	4	208.5	400	1.7784
chr20	43000000	EAS	0.006125	4	252.8	400	1.7784
chr20	43000000	EUR	0.008365	4	218.5	400	1.7784
chr20	43000000	SAS	0.007159	4	243.8	400	1.7784
chr20	44000000	AFR	0.003152	2	278.5	400	1.3727
chr20	44000000	AMR	0.011197	2	219.5	400	1.3727
chr20	44000000	EAS	0.002738	2	290.0	400	1.3727
chr20	44000000	EUR	0.004862	2	250.5	400	1.3727
chr20	44000000	SAS	0.002061	2	303.5	400	1.3727
chr20	45000000	AFR	0.019678	3	161.7	400	1.4274
chr20	45000000	AMR	0.050994	3	114.0	400	1.4274
chr20	45000000	EAS	0.022435	3	151.7	400	1.4274
chr20	45000000	EUR	0.033229	3	127.7	400	1.4274
chr20	45000000	SAS	0.026023	3	153.7	400	1.4274
chr20	46000000	AFR	0.001466	3	324.0	400	1.5649
chr20	46000000	AMR	0.005363	3	257.0	400	1.5649
chr20	46000000	EAS	0.002210	3	322.0	400	1.5649
chr20	46000000	EUR	0.004361	3	266.0	400	1.5649
chr20	46000000	SAS	0.002180	3	307.3	400	1.5649
chr20	47000000	AFR	0.004032	4	275.2	400	1.9413
chr20	47000000	AMR	0.015175	4	215.2	400	1.9413
chr20	47000000	EAS	0.016410	4	250.2	400	1.9413
chr20	47000000	EUR	0.008264	4	228.0	400	1.9413
chr20	47000000	SAS	0.008578	4	252.5	400	1.9413
chr20	48000000	AFR	0.003797	3	305.3	400	1.6023
chr20	48000000	AMR	0.011491	3	219.0	400	1.6023
chr20	48000000	EAS	0.011412	3	248.7	400	1.6023
chr20	48000000	EUR	0.015301	3	213.3	400	1.6023
chr20	48000000	SAS	0.006759	3	268.3	400	1.6023
chr20	49000000	AFR	0.017036	4	233.5	400	1.5555
chr20	49000000	AMR	0.047334	4	180.0	400	1.5555
chr20	49000000	EAS	0.050501	4	183.2	400	1.5555
chr20	49000000	EUR	0.055909	4	180.0	400	1.5555
chr20	49000000	SAS	0.058800	4	167.5	400	1.5555
chr20	50000000	AFR	0.002865	3	297.0	400	1.7739
chr20	50000000	AMR	0.007707	3	245.3	400	1.7739
chr20	50000000	EAS	0.015209	3	222.7	400	1.7739
chr20	50000000	EUR	0.010100	3	244.7	400	1.7739
chr20	50000000	SAS	0.007749	3	248.0	400	1.7739
chr20	51000000	AFR	0.002600	4	304.8	400	1.9174
chr20	51000000	AMR	0.006003	4	282.8	400	1.9174
chr20	51000000	EAS	0.005865	4	279.2	400	1.9174
chr20	51000000	EUR	0.007948	4	268.2	400	1.9174
chr20	51000000	SAS	0.007287	4	273.0	400	1.9174
chr20	52000000	AFR	0.026030	5	171.0	400	2.3116
chr20	52000000	AMR	0.062278	5	136.0	400	2.3116
chr20	52000000	EAS	0.092118	5	142.8	400	2.3116
chr20	52000000	EUR	0.046895	5	118.4	400	2.3116
chr20	52000000	SAS	0.050133	5	150.8	400	2.3116
chr20	53000000	AFR	0.003756	4	287.5	400	2.1523
chr20	53000000	AMR	0.011548	4	261.8	400	2.1523
chr20	53000000	EAS	0.003402	4	304.5	400	2.1523
